都道府県,政令市･郡,政令市･郡（ふりがな）,市区町村,市区町村（ふりがな）
徳島県,三好郡,みよしぐん,東みよし町,ひがしみよしちょう
香川県,,,高松市,たかまつし
香川県,,,丸亀市,まるがめし
香川県,,,坂出市,さかいでし
香川県,,,善通寺市,ぜんつうじし
香川県,,,観音寺市,かんおんじし
香川県,,,さぬき市,さぬきし
香川県,,,東かがわ市,ひがしかがわし
香川県,,,三豊市,みとよし
香川県,小豆郡,しょうずぐん,土庄町,とのしょうちょう
香川県,小豆郡,しょうずぐん,小豆島町,しょうどしまちょう
香川県,木田郡,きたぐん,三木町,みきちょう
香川県,香川郡,かがわぐん,直島町,なおしまちょう
香川県,綾歌郡,あやうたぐん,宇多津町,うたづちょう
香川県,綾歌郡,あやうたぐん,綾川町,あやがわちょう
香川県,仲多度郡,なかたどぐん,琴平町,ことひらちょう
香川県,仲多度郡,なかたどぐん,多度津町,たどつちょう
香川県,仲多度郡,なかたどぐん,まんのう町,まんのうちょう
愛媛県,,,松山市,まつやまし
愛媛県,,,今治市,いまばりし
愛媛県,,,宇和島市,うわじまし
愛媛県,,,八幡浜市,やわたはまし
愛媛県,,,新居浜市,にいはまし
愛媛県,,,西条市,さいじょうし
愛媛県,,,大洲市,おおずし
愛媛県,,,伊予市,いよし
愛媛県,,,四国中央市,しこくちゅうおうし
愛媛県,,,西予市,せいよし
愛媛県,,,東温市,とうおんし
愛媛県,越智郡,おちぐん,上島町,かみじまちょう
愛媛県,上浮穴郡,かみうけなぐん,久万高原町,くまこうげんちょう
愛媛県,伊予郡,いよぐん,松前町,まさきちょう
愛媛県,伊予郡,いよぐん,砥部町,とべちょう
愛媛県,喜多郡,きたぐん,内子町,うちこちょう
愛媛県,西宇和郡,にしうわぐん,伊方町,いかたちょう
愛媛県,北宇和郡,きたうわぐん,松野町,まつのちょう
愛媛県,北宇和郡,きたうわぐん,鬼北町,きほくちょう
愛媛県,南宇和郡,みなみうわぐん,愛南町,あいなんちょう
高知県,,,高知市,こうちし
高知県,,,室戸市,むろとし
高知県,,,安芸市,あきし
高知県,,,南国市,なんこくし
高知県,,,土佐市,とさし
高知県,,,須崎市,すさきし
高知県,,,宿毛市,すくもし
高知県,,,土佐清水市,とさしみずし
高知県,,,四万十市,しまんとし
高知県,,,香南市,こうなんし
高知県,,,香美市,かみし
高知県,安芸郡,あきぐん,東洋町,とうようちょう
高知県,安芸郡,あきぐん,奈半利町,なはりちょう
高知県,安芸郡,あきぐん,田野町,たのちょう
高知県,安芸郡,あきぐん,安田町,やすだちょう
高知県,安芸郡,あきぐん,北川村,きたがわむら
高知県,安芸郡,あきぐん,馬路村,うまじむら
高知県,安芸郡,あきぐん,芸西村,げいせいむら
高知県,長岡郡,ながおかぐん,本山町,もとやまちょう
高知県,長岡郡,ながおかぐん,大豊町,おおとよちょう
高知県,土佐郡,とさぐん,土佐町,とさちょう
高知県,土佐郡,とさぐん,大川村,おおかわむら
高知県,吾川郡,あがわぐん,いの町,いのちょう
高知県,吾川郡,あがわぐん,仁淀川町,によどがわちょう
高知県,高岡郡,たかおかぐん,中土佐町,なかとさちょう
高知県,高岡郡,たかおかぐん,佐川町,さかわちょう
高知県,高岡郡,たかおかぐん,越知町,おちちょう
高知県,高岡郡,たかおかぐん,檮原町,ゆすはらちょう
高知県,高岡郡,たかおかぐん,日高村,ひだかむら
高知県,高岡郡,たかおかぐん,津野町,つのちょう
高知県,高岡郡,たかおかぐん,四万十町,しまんとちょう
高知県,幡多郡,はたぐん,大月町,おおつきちょう
高知県,幡多郡,はたぐん,三原村,みはらむら
高知県,幡多郡,はたぐん,黒潮町,くろしおちょう
福岡県,北九州市,きたきゅうしゅうし,,
福岡県,北九州市,きたきゅうしゅうし,門司区,もじく
福岡県,北九州市,きたきゅうしゅうし,若松区,わかまつく
福岡県,北九州市,きたきゅうしゅうし,戸畑区,とばたく
福岡県,北九州市,きたきゅうしゅうし,小倉北区,こくらきたく
福岡県,北九州市,きたきゅうしゅうし,小倉南区,こくらみなみく
福岡県,北九州市,きたきゅうしゅうし,八幡東区,やはたひがしく
福岡県,北九州市,きたきゅうしゅうし,八幡西区,やはたにしく
福岡県,福岡市,ふくおかし,,
福岡県,福岡市,ふくおかし,東区,ひがしく
福岡県,福岡市,ふくおかし,博多区,はかたく
福岡県,福岡市,ふくおかし,中央区,ちゅうおうく
福岡県,福岡市,ふくおかし,南区,みなみく
福岡県,福岡市,ふくおかし,西区,にしく
福岡県,福岡市,ふくおかし,城南区,じょうなんく
福岡県,福岡市,ふくおかし,早良区,さわらく
福岡県,,,大牟田市,おおむたし
福岡県,,,久留米市,くるめし
福岡県,,,直方市,のおがたし
福岡県,,,飯塚市,いいづかし
福岡県,,,田川市,たがわし
福岡県,,,柳川市,やながわし
福岡県,,,八女市,やめし
福岡県,,,筑後市,ちくごし
福岡県,,,大川市,おおかわし
福岡県,,,行橋市,ゆくはしし
福岡県,,,豊前市,ぶぜんし
福岡県,,,中間市,なかまし
福岡県,,,小郡市,おごおりし
福岡県,,,筑紫野市,ちくしのし
福岡県,,,春日市,かすがし
福岡県,,,大野城市,おおのじょうし
福岡県,,,宗像市,むなかたし
福岡県,,,太宰府市,だざいふし
福岡県,,,古賀市,こがし
福岡県,,,福津市,ふくつし
福岡県,,,うきは市,うきはし
福岡県,,,宮若市,みやわかし
福岡県,,,嘉麻市,かまし
福岡県,,,朝倉市,あさくらし
福岡県,,,みやま市,みやまし
福岡県,,,糸島市,いとしまし
福岡県,,,那珂川市,なかがわし
福岡県,糟屋郡,かすやぐん,宇美町,うみまち
福岡県,糟屋郡,かすやぐん,篠栗町,ささぐりまち
福岡県,糟屋郡,かすやぐん,志免町,しめまち
福岡県,糟屋郡,かすやぐん,須恵町,すえまち
福岡県,糟屋郡,かすやぐん,新宮町,しんぐうまち
福岡県,糟屋郡,かすやぐん,久山町,ひさやままち
福岡県,糟屋郡,かすやぐん,粕屋町,かすやまち
福岡県,遠賀郡,おんがぐん,芦屋町,あしやまち
福岡県,遠賀郡,おんがぐん,水巻町,みずまきまち
福岡県,遠賀郡,おんがぐん,岡垣町,おかがきまち
福岡県,遠賀郡,おんがぐん,遠賀町,おんがちょう
福岡県,鞍手郡,くらてぐん,小竹町,こたけまち
福岡県,鞍手郡,くらてぐん,鞍手町,くらてまち
福岡県,嘉穂郡,かほぐん,桂川町,けいせんまち
福岡県,朝倉郡,あさくらぐん,筑前町,ちくぜんまち
福岡県,朝倉郡,あさくらぐん,東峰村,とうほうむら
福岡県,三井郡,みいぐん,大刀洗町,たちあらいまち
福岡県,三潴郡,みづまぐん,大木町,おおきまち
福岡県,八女郡,やめぐん,広川町,ひろかわまち
福岡県,田川郡,たがわぐん,香春町,かわらまち
福岡県,田川郡,たがわぐん,添田町,そえだまち
福岡県,田川郡,たがわぐん,糸田町,いとだまち
福岡県,田川郡,たがわぐん,川崎町,かわさきまち
福岡県,田川郡,たがわぐん,大任町,おおとうまち
福岡県,田川郡,たがわぐん,赤村,あかむら
福岡県,田川郡,たがわぐん,福智町,ふくちまち
福岡県,京都郡,みやこぐん,苅田町,かんだまち
福岡県,京都郡,みやこぐん,みやこ町,みやこまち
福岡県,築上郡,ちくじょうぐん,吉富町,よしとみまち
福岡県,築上郡,ちくじょうぐん,上毛町,こうげまち
福岡県,築上郡,ちくじょうぐん,築上町,ちくじょうまち
佐賀県,,,佐賀市,さがし
佐賀県,,,唐津市,からつし
佐賀県,,,鳥栖市,とすし
佐賀県,,,多久市,たくし
佐賀県,,,伊万里市,いまりし
佐賀県,,,武雄市,たけおし
佐賀県,,,鹿島市,かしまし
佐賀県,,,小城市,おぎし
佐賀県,,,嬉野市,うれしのし
佐賀県,,,神埼市,かんざきし
佐賀県,神埼郡,かんざきぐん,吉野ヶ里町,よしのがりちょう
佐賀県,三養基郡,みやきぐん,基山町,きやまちょう
佐賀県,三養基郡,みやきぐん,上峰町,かみみねちょう
佐賀県,三養基郡,みやきぐん,みやき町,みやきちょう
佐賀県,東松浦郡,ひがしまつうらぐん,玄海町,げんかいちょう
佐賀県,西松浦郡,にしまつうらぐん,有田町,ありたちょう
佐賀県,杵島郡,きしまぐん,大町町,おおまちちょう
佐賀県,杵島郡,きしまぐん,江北町,こうほくまち
佐賀県,杵島郡,きしまぐん,白石町,しろいしちょう
佐賀県,藤津郡,ふじつぐん,太良町,たらちょう
長崎県,,,長崎市,ながさきし
長崎県,,,佐世保市,させぼし
長崎県,,,島原市,しまばらし
長崎県,,,諫早市,いさはやし
長崎県,,,大村市,おおむらし
長崎県,,,平戸市,ひらどし
長崎県,,,松浦市,まつうらし
長崎県,,,対馬市,つしまし
長崎県,,,壱岐市,いきし
長崎県,,,五島市,ごとうし
長崎県,,,西海市,さいかいし
長崎県,,,雲仙市,うんぜんし
長崎県,,,南島原市,みなみしまばらし
長崎県,西彼杵郡,にしそのぎぐん,長与町,ながよちょう
長崎県,西彼杵郡,にしそのぎぐん,時津町,とぎつちょう
長崎県,東彼杵郡,ひがしそのぎぐん,東彼杵町,ひがしそのぎちょう
長崎県,東彼杵郡,ひがしそのぎぐん,川棚町,かわたなちょう
長崎県,東彼杵郡,ひがしそのぎぐん,波佐見町,はさみちょう
長崎県,北松浦郡,きたまつうらぐん,小値賀町,おぢかちょう
長崎県,北松浦郡,きたまつうらぐん,佐々町,さざちょう
長崎県,南松浦郡,みなみまつうらぐん,新上五島町,しんかみごとうちょう
熊本県,熊本市,くまもとし,,
熊本県,熊本市,くまもとし,中央区,ちゅうおうく
熊本県,熊本市,くまもとし,東区,ひがしく
熊本県,熊本市,くまもとし,西区,にしく
熊本県,熊本市,くまもとし,南区,みなみく
熊本県,熊本市,くまもとし,北区,きたく
熊本県,,,八代市,やつしろし
熊本県,,,人吉市,ひとよしし
熊本県,,,荒尾市,あらおし
熊本県,,,水俣市,みなまたし
熊本県,,,玉名市,たまなし
熊本県,,,山鹿市,やまがし
熊本県,,,菊池市,きくちし
熊本県,,,宇土市,うとし
熊本県,,,上天草市,かみあまくさし
熊本県,,,宇城市,うきし
熊本県,,,阿蘇市,あそし
熊本県,,,天草市,あまくさし
熊本県,,,合志市,こうしし
熊本県,下益城郡,しもましきぐん,美里町,みさとまち
熊本県,玉名郡,たまなぐん,玉東町,ぎょくとうまち
熊本県,玉名郡,たまなぐん,南関町,なんかんまち
熊本県,玉名郡,たまなぐん,長洲町,ながすまち
熊本県,玉名郡,たまなぐん,和水町,なごみまち
熊本県,菊池郡,きくちぐん,大津町,おおづまち
熊本県,菊池郡,きくちぐん,菊陽町,きくようまち
熊本県,阿蘇郡,あそぐん,南小国町,みなみおぐにまち
熊本県,阿蘇郡,あそぐん,小国町,おぐにまち
熊本県,阿蘇郡,あそぐん,産山村,うぶやまむら
熊本県,阿蘇郡,あそぐん,高森町,たかもりまち
熊本県,阿蘇郡,あそぐん,西原村,にしはらむら
熊本県,阿蘇郡,あそぐん,南阿蘇村,みなみあそむら
熊本県,上益城郡,かみましきぐん,御船町,みふねまち
熊本県,上益城郡,かみましきぐん,嘉島町,かしままち
熊本県,上益城郡,かみましきぐん,益城町,ましきまち
熊本県,上益城郡,かみましきぐん,甲佐町,こうさまち
熊本県,上益城郡,かみましきぐん,山都町,やまとちょう
熊本県,八代郡,やつしろぐん,氷川町,ひかわちょう
熊本県,葦北郡,あしきたぐん,芦北町,あしきたまち
熊本県,葦北郡,あしきたぐん,津奈木町,つなぎまち
熊本県,球磨郡,くまぐん,錦町,にしきまち
熊本県,球磨郡,くまぐん,多良木町,たらぎまち
熊本県,球磨郡,くまぐん,湯前町,ゆのまえまち
熊本県,球磨郡,くまぐん,水上村,みずかみむら
熊本県,球磨郡,くまぐん,相良村,さがらむら
熊本県,球磨郡,くまぐん,五木村,いつきむら
熊本県,球磨郡,くまぐん,山江村,やまえむら
熊本県,球磨郡,くまぐん,球磨村,くまむら
熊本県,球磨郡,くまぐん,あさぎり町,あさぎりちょう
熊本県,天草郡,あまくさぐん,苓北町,れいほくまち
大分県,,,大分市,おおいたし
大分県,,,別府市,べっぷし
大分県,,,中津市,なかつし
大分県,,,日田市,ひたし
大分県,,,佐伯市,さいきし
大分県,,,臼杵市,うすきし
大分県,,,津久見市,つくみし
大分県,,,竹田市,たけたし
大分県,,,豊後高田市,ぶんごたかだし
大分県,,,杵築市,きつきし
大分県,,,宇佐市,うさし
大分県,,,豊後大野市,ぶんごおおのし
大分県,,,由布市,ゆふし
大分県,,,国東市,くにさきし
大分県,東国東郡,ひがしくにさきぐん,姫島村,ひめしまむら
大分県,速見郡,はやみぐん,日出町,ひじまち
大分県,玖珠郡,くすぐん,九重町,ここのえまち
大分県,玖珠郡,くすぐん,玖珠町,くすまち
宮崎県,,,宮崎市,みやざきし
宮崎県,,,都城市,みやこのじょうし
宮崎県,,,延岡市,のべおかし
宮崎県,,,日南市,にちなんし
宮崎県,,,小林市,こばやしし
宮崎県,,,日向市,ひゅうがし
宮崎県,,,串間市,くしまし
宮崎県,,,西都市,さいとし
宮崎県,,,えびの市,えびのし
宮崎県,北諸県郡,きたもろかたぐん,三股町,みまたちょう
宮崎県,西諸県郡,にしもろかたぐん,高原町,たかはるちょう
宮崎県,東諸県郡,ひがしもろかたぐん,国富町,くにとみちょう
宮崎県,東諸県郡,ひがしもろかたぐん,綾町,あやちょう
宮崎県,児湯郡,こゆぐん,高鍋町,たかなべちょう
宮崎県,児湯郡,こゆぐん,新富町,しんとみちょう
宮崎県,児湯郡,こゆぐん,西米良村,にしめらそん
宮崎県,児湯郡,こゆぐん,木城町,きじょうちょう
宮崎県,児湯郡,こゆぐん,川南町,かわみなみちょう
宮崎県,児湯郡,こゆぐん,都農町,つのちょう
宮崎県,東臼杵郡,ひがしうすきぐん,門川町,かどがわちょう
宮崎県,東臼杵郡,ひがしうすきぐん,諸塚村,もろつかそん
宮崎県,東臼杵郡,ひがしうすきぐん,椎葉村,しいばそん
宮崎県,東臼杵郡,ひがしうすきぐん,美郷町,みさとちょう
宮崎県,西臼杵郡,にしうすきぐん,高千穂町,たかちほちょう
宮崎県,西臼杵郡,にしうすきぐん,日之影町,ひのかげちょう
宮崎県,西臼杵郡,にしうすきぐん,五ヶ瀬町,ごかせちょう
鹿児島県,,,鹿児島市,かごしまし
鹿児島県,,,鹿屋市,かのやし
鹿児島県,,,枕崎市,まくらざきし
鹿児島県,,,阿久根市,あくねし
鹿児島県,,,出水市,いずみし
鹿児島県,,,指宿市,いぶすきし
鹿児島県,,,西之表市,にしのおもてし
鹿児島県,,,垂水市,たるみずし
鹿児島県,,,薩摩川内市,さつませんだいし
鹿児島県,,,日置市,ひおきし
鹿児島県,,,曽於市,そおし
鹿児島県,,,霧島市,きりしまし
鹿児島県,,,いちき串木野市,いちきくしきのし
鹿児島県,,,南さつま市,みなみさつまし
鹿児島県,,,志布志市,しぶしし
鹿児島県,,,奄美市,あまみし
鹿児島県,,,南九州市,みなみきゅうしゅうし
鹿児島県,,,伊佐市,いさし
鹿児島県,,,姶良市,あいらし
鹿児島県,鹿児島郡,かごしまぐん,三島村,みしまむら
鹿児島県,鹿児島郡,かごしまぐん,十島村,としまむら
鹿児島県,薩摩郡,さつまぐん,さつま町,さつまちょう
鹿児島県,出水郡,いずみぐん,長島町,ながしまちょう
鹿児島県,姶良郡,あいらぐん,湧水町,ゆうすいちょう
鹿児島県,曽於郡,そおぐん,大崎町,おおさきちょう
鹿児島県,肝属郡,きもつきぐん,東串良町,ひがしくしらちょう
鹿児島県,肝属郡,きもつきぐん,錦江町,きんこうちょう
鹿児島県,肝属郡,きもつきぐん,南大隅町,みなみおおすみちょう
鹿児島県,肝属郡,きもつきぐん,肝付町,きもつきちょう
鹿児島県,熊毛郡,くまげぐん,中種子町,なかたねちょう
鹿児島県,熊毛郡,くまげぐん,南種子町,みなみたねちょう
鹿児島県,熊毛郡,くまげぐん,屋久島町,やくしまちょう
鹿児島県,大島郡,おおしまぐん,大和村,やまとそん
鹿児島県,大島郡,おおしまぐん,宇検村,うけんそん
鹿児島県,大島郡,おおしまぐん,瀬戸内町,せとうちちょう
鹿児島県,大島郡,おおしまぐん,龍郷町,たつごうちょう
鹿児島県,大島郡,おおしまぐん,喜界町,きかいちょう
鹿児島県,大島郡,おおしまぐん,徳之島町,とくのしまちょう
鹿児島県,大島郡,おおしまぐん,天城町,あまぎちょう
鹿児島県,大島郡,おおしまぐん,伊仙町,いせんちょう
鹿児島県,大島郡,おおしまぐん,和泊町,わどまりちょう
鹿児島県,大島郡,おおしまぐん,知名町,ちなちょう
鹿児島県,大島郡,おおしまぐん,与論町,よろんちょう
沖縄県,,,那覇市,なはし
沖縄県,,,宜野湾市,ぎのわんし
沖縄県,,,石垣市,いしがきし
沖縄県,,,浦添市,うらそえし
沖縄県,,,名護市,なごし
沖縄県,,,糸満市,いとまんし
沖縄県,,,沖縄市,おきなわし
沖縄県,,,豊見城市,とみぐすくし
沖縄県,,,うるま市,うるまし
沖縄県,,,宮古島市,みやこじまし
沖縄県,,,南城市,なんじょうし
沖縄県,国頭郡,くにがみぐん,国頭村,くにがみそん
沖縄県,国頭郡,くにがみぐん,大宜味村,おおぎみそん
沖縄県,国頭郡,くにがみぐん,東村,ひがしそん
沖縄県,国頭郡,くにがみぐん,今帰仁村,なきじんそん
沖縄県,国頭郡,くにがみぐん,本部町,もとぶちょう
沖縄県,国頭郡,くにがみぐん,恩納村,おんなそん
沖縄県,国頭郡,くにがみぐん,宜野座村,ぎのざそん
沖縄県,国頭郡,くにがみぐん,金武町,きんちょう
沖縄県,国頭郡,くにがみぐん,伊江村,いえそん
沖縄県,中頭郡,なかがみぐん,読谷村,よみたんそん
沖縄県,中頭郡,なかがみぐん,嘉手納町,かでなちょう
沖縄県,中頭郡,なかがみぐん,北谷町,ちゃたんちょう
沖縄県,中頭郡,なかがみぐん,北中城村,きたなかぐすくそん
沖縄県,中頭郡,なかがみぐん,中城村,なかぐすくそん
沖縄県,中頭郡,なかがみぐん,西原町,にしはらちょう
沖縄県,島尻郡,しまじりぐん,与那原町,よなばるちょう
沖縄県,島尻郡,しまじりぐん,南風原町,はえばるちょう
沖縄県,島尻郡,しまじりぐん,渡嘉敷村,とかしきそん
沖縄県,島尻郡,しまじりぐん,座間味村,ざまみそん
沖縄県,島尻郡,しまじりぐん,粟国村,あぐにそん
沖縄県,島尻郡,しまじりぐん,渡名喜村,となきそん
沖縄県,島尻郡,しまじりぐん,南大東村,みなみだいとうそん
沖縄県,島尻郡,しまじりぐん,北大東村,きただいとうそん
沖縄県,島尻郡,しまじりぐん,伊平屋村,いへやそん
沖縄県,島尻郡,しまじりぐん,伊是名村,いぜなそん
沖縄県,島尻郡,しまじりぐん,久米島町,くめじまちょう
沖縄県,島尻郡,しまじりぐん,八重瀬町,やえせちょう
沖縄県,宮古郡,みやこぐん,多良間村,たらまそん
沖縄県,八重山郡,やえやまぐん,竹富町,たけとみちょう
沖縄県,八重山郡,やえやまぐん,与那国町,よなぐにちょう
